,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
1345,48.0,48035.0,6.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0,84.5111111111111,14.085185185185184,4.6,4.6,4.6,3.0
1346,48.0,48036.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,4.0,37.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,26.666666666666668,6.666666666666667,5.4,,4.4,0.0
1348,48.0,48039.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,3.0,59.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0,18.733333333333334,6.2444444444444445,,,2.1,0.0
1356,48.0,48048.0,3.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,79.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,31.355555555555554,10.45185185185185,9.0,,9.0,2.0
1357,48.0,48049.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.8333333134651184,0.0,1.0,0.0,0.0,0.0,3.0,70.0,1.0,1.0,0.0,,,,,,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,18.155555555555555,9.077777777777778,,,,0.0
1363,48.0,48057.0,7.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0,56.06666666666667,8.00952380952381,9.0,,,1.0
1365,48.0,48059.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,11.244444444444444,5.622222222222222,,,5.0,1.0
1366,48.0,48060.0,4.0,0.0,0.0,4.0,6.0,1.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,35.15555555555556,8.78888888888889,5.4,,5.4,0.0
1367,48.0,48061.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,8.333333333333334,4.166666666666667,,,2.0,1.0
1369,48.0,48063.0,1.0,0.0,0.0,,6.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,2.0,68.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,21.266666666666666,21.266666666666666,9.0,9.0,9.0,3.0
1370,48.0,48064.0,5.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,1.0,0.0,1.0,2.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0,43.46666666666667,8.693333333333333,2.7,,2.3,2.0
1371,48.0,48065.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,36.75555555555555,6.125925925925926,4.6,5.6,5.6,3.0
1372,48.0,48066.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,80.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,13.733333333333333,6.866666666666666,5.0,5.0,6.0,3.0
1374,48.0,48069.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,25.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,13.688888888888888,2.281481481481481,4.7,,4.7,0.0
1381,48.0,48076.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,60.48888888888889,30.244444444444444,9.0,9.0,9.0,3.0
1382,48.0,48077.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0,28.88888888888889,7.222222222222222,,4.0,4.0,1.0
1383,48.0,48078.0,2.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,9.688888888888888,4.844444444444444,8.0,,8.0,2.0
1388,48.0,48083.0,3.0,1.0,1.0,4.0,6.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,,,,,,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,32.6,10.866666666666667,,,,0.0
1389,48.0,48084.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1,4.5777777777777775,4.5777777777777775,6.199999999999999,,6.199999999999999,2.0
1390,48.0,48085.0,4.0,0.0,0.0,,6.0,1.0,1.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1,37.93333333333333,9.483333333333333,,6.199999999999999,6.199999999999999,2.0
1393,48.0,48088.0,2.0,0.0,0.0,,6.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,17.08888888888889,8.544444444444444,3.0,3.0,,2.0
1400,48.0,48095.0,2.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,8.666666666666666,4.333333333333333,9.0,9.0,9.0,3.0
1404,48.0,48099.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.4166666567325592,0.0,0.0,1.0,0.0,0.0,3.0,22.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0,16.622222222222224,5.540740740740741,5.3,,5.3,2.0
1405,48.0,48100.0,3.0,1.0,0.0,5.0,6.0,0.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,63.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,57.333333333333336,19.11111111111111,9.0,9.0,9.0,3.0
1408,48.0,48103.0,3.0,0.0,0.0,4.0,6.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1,14.28888888888889,4.7629629629629635,4.4,,4.4,2.0
1409,48.0,48104.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0,46.31818181818182,11.579545454545455,4.0,4.0,4.0,2.0
1411,48.0,48106.0,2.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,21.733333333333334,10.866666666666667,2.0,2.0,2.0,3.0
1412,48.0,48107.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,35.75555555555555,8.938888888888888,6.0,,6.0,2.0
1417,48.0,48115.0,2.0,1.0,0.0,,6.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1,16.133333333333333,8.066666666666666,3.0,,3.0,2.0
1420,48.0,48119.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,29.133333333333333,9.71111111111111,9.0,,9.0,2.0
1421,48.0,48120.0,4.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,23.511111111111113,5.877777777777778,9.0,,9.0,2.0
1425,48.0,48125.0,1.0,0.0,0.0,,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,1.0,0.0,1.0,,,,,,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,0.7555555555555555,0.7555555555555555,,,,0.0
1432,48.0,48132.0,6.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,68.0,1.0,0.0,1.0,3.0,3.0,,,2.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0,44.6,7.433333333333334,9.0,,9.0,2.0
1433,48.0,48133.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,12.533333333333333,12.533333333333333,2.0,4.6,4.4,3.0
1434,48.0,48134.0,1.0,1.0,0.0,,6.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,7.977777777777778,7.977777777777778,,,5.0,1.0
1435,48.0,48135.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,42.91111111111111,8.582222222222223,9.0,,7.7,2.0
1439,48.0,48139.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,17.022222222222222,17.022222222222222,4.0,6.0,4.0,3.0
1440,48.0,48140.0,6.0,0.0,0.0,,6.0,0.0,0.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,23.91111111111111,3.9851851851851854,,,5.6,1.0
1441,48.0,48141.0,1.0,1.0,0.0,,6.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,63.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1,1.6666666666666667,1.6666666666666667,,9.0,9.0,2.0
1443,48.0,48143.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,73.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,6.533333333333333,3.2666666666666666,9.0,,6.0,2.0
1444,48.0,48144.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,73.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1,7.466666666666667,3.7333333333333334,9.0,,,1.0
1446,48.0,48146.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,19.555555555555557,9.777777777777779,9.0,,9.0,2.0
1447,48.0,48147.0,2.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.4166666567325592,0.0,0.0,1.0,0.0,0.0,4.0,26.0,0.0,0.0,1.0,,,,,3.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,92.02222222222223,46.01111111111111,3.0,,,1.0
1448,48.0,48148.0,4.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0,20.644444444444446,5.161111111111111,,,5.0,1.0
1449,48.0,48149.0,7.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,1.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,7.5777777777777775,1.0825396825396825,,,,0.0
1451,48.0,48151.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,20.822222222222223,5.205555555555556,,,2.3,1.0
1453,48.0,48153.0,9.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1,39.4,4.377777777777777,5.5,5.5,5.5,2.0
1454,48.0,48154.0,3.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,26.466666666666665,8.822222222222221,4.0,4.0,4.0,0.0
1455,48.0,48155.0,3.0,1.0,0.0,5.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,44.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,15.4,5.133333333333334,2.5999999999999996,,2.5999999999999996,2.0
1458,48.0,48158.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,21.288888888888888,7.096296296296296,,5.0,5.0,1.0
1461,48.0,48161.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,23.266666666666666,7.7555555555555555,4.5,,5.5,2.0
1466,48.0,48167.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,62.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,26.133333333333333,8.71111111111111,4.4,,4.4,0.0
1475,48.0,48176.0,9.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,44.6,4.955555555555556,2.0,,3.5,2.0
1489,48.0,48191.0,4.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,23.155555555555555,5.788888888888889,2.0,5.0,5.0,3.0
1490,48.0,48192.0,2.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,26.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,20.666666666666668,10.333333333333334,4.0,4.0,4.0,3.0
1492,48.0,48195.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,19.88888888888889,9.944444444444445,5.0,,5.0,2.0
1496,48.0,48200.0,4.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,12.311111111111112,3.077777777777778,,,5.3,1.0
1498,48.0,48202.0,6.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,67.0,0.0,1.0,1.0,,,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1,30.444444444444443,5.0740740740740735,3.5,3.5,,1.0
1499,48.0,48203.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,17.08888888888889,4.272222222222222,,,9.0,1.0
1500,48.0,48204.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,25.955555555555556,8.651851851851852,5.0,5.0,5.0,3.0
1501,48.0,48206.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,74.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1,18.155555555555555,9.077777777777778,6.0,,6.0,2.0
1507,48.0,48214.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,11.6,11.6,7.0,9.0,6.0,2.0
1508,48.0,48215.0,4.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,30.644444444444446,7.661111111111111,5.0,,5.0,1.0
1509,48.0,48216.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,47.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1,24.4,12.2,,,4.0,0.0
1510,48.0,48217.0,3.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,45.91111111111111,15.303703703703704,3.0,,4.0,2.0
1512,48.0,48219.0,4.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,27.31111111111111,6.8277777777777775,4.4,,4.4,2.0
1513,48.0,48220.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,28.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0,30.08888888888889,7.522222222222222,2.0,,2.0,2.0
1514,48.0,48221.0,4.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,12.066666666666666,3.0166666666666666,,,6.0,1.0
1516,48.0,48223.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,80.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,2.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0,14.688888888888888,4.896296296296296,,2.0,2.0,1.0
1518,48.0,48225.0,3.0,1.0,0.0,4.0,6.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,1.0,0.0,1.0,3.0,3.0,,,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1,29.555555555555557,9.851851851851853,2.0,,2.5,2.0
1520,48.0,48227.0,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,13.422222222222222,3.3555555555555556,,,,0.0
1523,48.0,48230.0,7.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,18.886363636363637,2.698051948051948,,,9.0,1.0
1525,48.0,48232.0,7.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,29.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,28.40909090909091,4.058441558441559,,,6.5,1.0
1526,48.0,48233.0,2.0,1.0,1.0,5.0,6.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0,16.77777777777778,8.38888888888889,6.0,2.0,4.0,3.0
1533,48.0,48241.0,5.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,27.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,16.488888888888887,3.2977777777777773,,,5.0,0.0
1535,48.0,48243.0,1.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1,13.377777777777778,13.377777777777778,5.0,5.0,8.8,0.0
1538,48.0,48246.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,4.377777777777778,4.377777777777778,,,9.0,1.0
1540,48.0,48248.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,11.88888888888889,5.944444444444445,,,3.0,1.0
1544,48.0,48252.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,23.57777777777778,7.85925925925926,9.0,9.0,9.0,3.0
